product,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,price,lead-time,backlog,quantity_on_hand
109722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,106.07,8,2,1026
109723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,154.61,2,9,2857
109724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,18.0,0.0,6.0,4.0,3.0,9.0,4.0,70.62,10,8,2458
109726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,66.18,4,7,2808
109824,0.0,0.0,1.0,1.0,19.0,5.0,8.0,4.0,5.0,14.0,11.0,9.0,16.0,5.0,5.0,17.0,12.0,16.0,55.723333333333336,6,6,3203
109825,1.0,6.0,7.0,9.0,20.0,11.0,7.0,12.0,9.0,28.0,19.0,35.0,43.0,19.0,12.0,19.0,23.0,7.0,58.56142857142857,1,10,2507
109826,1.0,4.0,0.0,3.0,9.0,8.0,16.0,8.0,6.0,14.0,23.0,15.0,13.0,24.0,5.0,11.0,9.0,6.0,38.435,3,2,2586
109827,2.0,4.0,3.0,14.0,26.0,25.0,19.0,23.0,31.0,82.0,143.0,51.0,46.0,47.0,40.0,17.0,46.0,53.0,44.797551020408164,9,5,916
109828,0.0,0.0,0.0,6.0,13.0,4.0,7.0,7.0,9.0,23.0,8.0,22.0,18.0,7.0,9.0,10.0,8.0,16.0,45.455769230769235,2,9,2296
109829,0.0,0.0,0.0,3.0,3.0,6.0,2.0,0.0,6.0,8.0,11.0,15.0,17.0,19.0,9.0,9.0,1.0,5.0,63.61874999999999,7,7,1271
109870,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,43.785,7,6,2307
109871,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,53.99,6,7,329
110028,0.0,0.0,0.0,6.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,5.0,16.302,9,6,1241
110030,8.0,22.0,22.0,576.0,307.0,43.0,56.0,64.0,42.0,45.0,49.0,56.0,67.0,45.0,39.0,265.0,153.0,180.0,5.062676056338028,9,4,3392
110031,9.0,53.0,53.0,118.0,173.0,135.0,135.0,187.0,118.0,138.0,159.0,156.0,179.0,71.0,102.0,510.0,349.0,380.0,11.284029914529915,7,3,3455
110224,0.0,0.0,0.0,0.0,0.0,425.0,24.0,30.0,10.0,295.0,1.0,0.0,240.0,1.0,6.0,13.0,10.0,29.0,3.985208333333333,6,3,1104
110275,152.0,48.0,134.0,33.0,66.0,61.0,108.0,69.0,33.0,88.0,103.0,72.0,28.0,78.0,234.0,167.0,165.0,96.0,43.0975,7,7,3218
110276,175.0,136.0,85.0,38.0,46.0,56.0,117.0,49.0,21.0,27.0,87.0,51.0,66.0,60.0,162.0,130.0,173.0,88.0,42.428369565217395,4,4,3095
110380,1.0,1.0,4.0,7.0,9.0,4.0,5.0,11.0,9.0,17.0,22.0,10.0,7.0,5.0,8.0,7.0,5.0,10.0,40.217,4,4,921
110381,2.0,5.0,8.0,5.0,11.0,6.0,10.0,29.0,31.0,11.0,27.0,14.0,17.0,9.0,12.0,10.0,10.0,13.0,43.94384615384615,6,2,3238
110532,6.0,5.0,4.0,6.0,8.0,6.0,12.0,8.0,9.0,7.0,3.0,8.0,5.0,5.0,2.0,8.0,4.0,16.0,87.95866666666666,8,4,2570
110568,1.0,2.0,1.0,1.0,1.0,0.0,4.0,8.0,5.0,2.0,5.0,6.0,16.0,2.0,6.0,7.0,5.0,4.0,51.303333333333335,6,8,967
110569,2.0,1.0,2.0,0.0,4.0,1.0,6.0,12.0,11.0,21.0,21.0,21.0,13.0,15.0,21.0,40.0,39.0,9.0,57.528888888888886,8,8,2126
110570,3.0,1.0,3.0,4.0,8.0,3.0,4.0,16.0,19.0,20.0,19.0,30.0,14.0,23.0,44.0,67.0,17.0,14.0,63.90409090909091,2,8,2090
110571,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,17.0,17.0,7.0,3.0,61.07333333333333,10,1,2018
110675,37.0,73.0,123.0,101.0,65.0,78.0,76.0,73.0,49.0,32.0,29.0,26.0,69.0,45.0,56.0,37.0,63.0,46.0,39.99,2,9,932
110765,122.0,100.0,16.0,4.0,0.0,1.0,1.0,3.0,18.0,68.0,311.0,238.0,96.0,27.0,4.0,1.0,0.0,0.0,38.49,9,5,1070
110774,0.0,0.0,1.0,0.0,0.0,3.0,5.0,5.0,7.0,8.0,5.0,0.0,2.0,8.0,7.0,14.0,1.0,25.0,116.89156249999999,2,6,2446
110775,7.0,6.0,4.0,7.0,14.0,14.0,20.0,25.0,10.0,24.0,19.0,19.0,24.0,17.0,19.0,50.0,31.0,37.0,109.79355072463768,9,6,2636
110776,2.0,16.0,5.0,15.0,5.0,8.0,13.0,4.0,19.0,30.0,27.0,21.0,35.0,32.0,43.0,70.0,26.0,111.0,115.37461805555556,4,6,1153
110777,26.0,47.0,16.0,28.0,37.0,19.0,6.0,0.0,32.0,55.0,42.0,47.0,56.0,69.0,33.0,79.0,109.0,37.0,127.7688888888889,9,10,546
110788,4.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,43.49,6,10,354
110789,15.0,9.0,3.0,8.0,8.0,2.0,5.0,5.0,3.0,3.0,4.0,7.0,3.0,7.0,2.0,6.0,4.0,3.0,43.49,7,2,3147
110790,28.0,14.0,12.0,9.0,7.0,2.0,8.0,7.0,3.0,6.0,2.0,1.0,8.0,0.0,1.0,4.0,0.0,0.0,43.49,6,10,591
110791,23.0,12.0,12.0,7.0,6.0,2.0,13.0,1.0,2.0,0.0,3.0,0.0,4.0,0.0,3.0,3.0,2.0,2.0,41.99,2,1,2159
110792,13.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.99,8,8,2864
110821,103.0,82.0,8.0,4.0,10.0,8.0,9.0,7.0,14.0,16.0,158.0,73.0,141.0,106.0,3.0,0.0,1.0,0.0,64.99,5,5,1648
110822,68.0,36.0,3.0,1.0,5.0,4.0,3.0,3.0,22.0,35.0,207.0,66.0,159.0,110.0,2.0,1.0,0.0,0.0,53.99,3,7,2957
110823,17.0,25.0,2.0,6.0,7.0,10.0,6.0,2.0,17.0,25.0,47.0,27.0,60.0,49.0,8.0,6.0,16.0,16.0,41.9,4,10,1304
110824,50.0,32.0,12.0,3.0,7.0,1.0,12.0,7.0,12.0,22.0,60.0,45.0,54.0,69.0,10.0,5.0,2.0,11.0,54.9,4,5,3186
110825,36.0,44.0,2.0,2.0,0.0,1.0,2.0,1.0,14.0,15.0,146.0,68.0,86.0,81.0,2.0,1.0,0.0,1.0,76.99,2,2,1699
110826,61.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,33.0,87.0,116.0,162.0,126.0,9.0,0.0,0.0,0.0,75.99,9,5,1141
110961,42.0,26.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,4.0,3.0,32.0,42.0,27.0,16.0,4.0,0.0,0.0,40.99,4,5,239
110962,103.0,34.0,12.0,9.0,2.0,2.0,4.0,5.0,7.0,4.0,11.0,83.0,163.0,88.0,24.0,8.0,5.0,6.0,40.99,3,7,2659
110963,24.0,10.0,15.0,6.0,8.0,9.0,2.0,8.0,4.0,4.0,6.0,72.0,184.0,117.0,29.0,18.0,20.0,9.0,40.99,9,9,2612
111006,53.0,84.0,3.0,2.0,1.0,0.0,0.0,2.0,7.0,13.0,104.0,111.0,101.0,86.0,24.0,2.0,2.0,0.0,46.99,7,7,599
111024,0.0,152.0,334.0,354.0,380.0,214.0,310.0,375.0,319.0,500.0,718.0,201.0,260.0,254.0,223.0,191.0,162.0,182.0,40.472875816993465,1,7,1431
111058,16.0,21.0,10.0,1.0,0.0,0.0,0.0,1.0,9.0,20.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.99,7,3,787
111064,39.0,60.0,6.0,1.0,3.0,0.0,5.0,3.0,3.0,4.0,8.0,40.0,27.0,11.0,1.0,1.0,0.0,1.0,69.99,8,3,3043
111078,15.0,15.0,1.0,81.0,74.0,25.0,33.0,95.0,49.0,22.0,37.0,4.0,39.0,56.0,33.0,52.0,35.0,17.0,8.75,1,1,438
111081,12.0,1.0,15.0,106.0,107.0,45.0,36.0,43.0,2.0,3.0,7.0,10.0,1.0,1.0,2.0,0.0,1.0,0.0,5.39,5,10,607
111184,27.0,16.0,12.0,16.0,7.0,14.0,17.0,10.0,21.0,12.0,19.0,28.0,26.0,13.0,9.0,12.0,16.0,15.0,48.72076923076923,8,5,2935
111185,49.0,36.0,42.0,42.0,44.0,20.0,25.0,48.0,58.0,52.0,46.0,102.0,68.0,47.0,52.0,38.0,36.0,53.0,52.99,3,4,3305
111186,2.0,8.0,17.0,27.0,29.0,22.0,27.0,33.0,30.0,40.0,44.0,45.0,35.0,48.0,36.0,17.0,21.0,43.0,59.489999999999995,4,1,1354
111187,13.0,7.0,5.0,11.0,9.0,12.0,18.0,14.0,6.0,11.0,11.0,10.0,11.0,8.0,9.0,2.0,1.0,11.0,59.49,6,1,826
111188,3.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,5.0,2.0,2.0,1.0,3.0,0.0,52.93000000000001,4,2,453
111210,32.0,36.0,7.0,24.0,22.0,15.0,33.0,49.0,56.0,73.0,113.0,145.0,224.0,118.0,61.0,15.0,20.0,6.0,39.99,10,10,3425
111212,25.0,37.0,7.0,12.0,1.0,3.0,15.0,26.0,17.0,37.0,74.0,108.0,110.0,69.0,27.0,3.0,1.0,8.0,39.99,5,8,448
111213,17.0,13.0,2.0,3.0,1.0,0.0,4.0,5.0,12.0,5.0,38.0,88.0,59.0,17.0,8.0,1.0,0.0,2.0,39.99,7,2,2382
111222,6.0,2.0,2.0,6.0,37.0,11.0,16.0,14.0,26.0,14.0,46.0,37.0,47.0,77.0,52.0,45.0,23.0,74.0,164.70712962962963,1,5,2607
111223,3.0,12.0,19.0,21.0,31.0,25.0,50.0,31.0,49.0,42.0,78.0,59.0,103.0,111.0,94.0,98.0,44.0,44.0,164.94535483870968,7,2,3156
111224,9.0,30.0,16.0,47.0,233.0,46.0,77.0,68.0,82.0,97.0,115.0,116.0,105.0,242.0,197.0,106.0,73.0,169.0,158.83046875,7,6,631
111366,64.0,20.0,5.0,1.0,5.0,0.0,0.0,5.0,19.0,61.0,116.0,151.0,176.0,197.0,80.0,8.0,4.0,5.0,60.263999999999996,8,9,2686
111367,31.0,15.0,3.0,1.0,1.0,0.0,0.0,2.0,26.0,60.0,132.0,164.0,131.0,164.0,29.0,11.0,1.0,0.0,76.49,8,9,2762
111368,45.0,38.0,12.0,6.0,0.0,1.0,2.0,6.0,1.0,4.0,7.0,13.0,23.0,8.0,0.0,0.0,0.0,0.0,69.99,9,7,1483
111386,11.0,4.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.99,10,4,505
111387,301.0,218.0,6.0,3.0,3.0,1.0,1.0,13.0,14.0,29.0,27.0,128.0,283.0,201.0,28.0,6.0,2.0,2.0,48.74,7,6,2785
111388,139.0,90.0,16.0,3.0,3.0,6.0,0.0,2.0,18.0,49.0,68.0,196.0,307.0,118.0,30.0,4.0,0.0,3.0,58.656666666666666,1,3,3042
111389,27.0,37.0,15.0,17.0,21.0,33.0,18.0,23.0,31.0,19.0,34.0,11.0,21.0,24.0,7.0,3.0,11.0,25.0,54.701764705882354,9,2,527
111390,28.0,29.0,9.0,12.0,13.0,16.0,22.0,13.0,14.0,30.0,37.0,19.0,25.0,26.0,20.0,19.0,12.0,11.0,54.82909090909091,7,5,398
111391,23.0,30.0,17.0,14.0,16.0,18.0,14.0,8.0,19.0,19.0,30.0,16.0,20.0,20.0,12.0,20.0,3.0,3.0,55.99,10,2,477
111392,7.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,50.394999999999996,4,1,2550
111393,12.0,15.0,8.0,8.0,7.0,13.0,9.0,7.0,12.0,9.0,14.0,16.0,19.0,14.0,7.0,9.0,22.0,26.0,55.989999999999995,8,5,1201
111411,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,2.0,6.0,9.0,4.0,1.0,4.0,7.0,107.08333333333333,3,4,1639
111412,3.0,2.0,3.0,0.0,12.0,9.0,5.0,3.0,7.0,19.0,12.0,17.0,12.0,16.0,22.0,16.0,15.0,24.0,64.10619047619048,9,9,359
111415,15.0,4.0,10.0,11.0,3.0,9.0,11.0,11.0,5.0,13.0,13.0,17.0,16.0,24.0,44.0,14.0,16.0,19.0,160.72368421052633,1,3,3131
111438,11.0,7.0,10.0,11.0,24.0,13.0,16.0,17.0,20.0,29.0,23.0,22.0,18.0,27.0,9.0,12.0,12.0,6.0,39.99,5,3,3456
111439,45.0,25.0,22.0,12.0,9.0,5.0,0.0,6.0,24.0,43.0,74.0,62.0,78.0,45.0,46.0,13.0,39.0,22.0,44.564090909090915,6,4,506
111440,44.0,26.0,6.0,3.0,2.0,0.0,3.0,3.0,12.0,5.0,7.0,41.0,43.0,34.0,2.0,1.0,2.0,3.0,73.99,4,4,2000
111441,25.0,9.0,1.0,3.0,2.0,2.0,3.0,0.0,4.0,11.0,12.0,37.0,41.0,3.0,0.0,0.0,4.0,0.0,89.99,9,7,704
111485,8.0,5.0,25.0,16.0,15.0,27.0,21.0,20.0,11.0,27.0,28.0,19.0,23.0,8.0,21.0,18.0,34.0,30.0,81.18811594202899,10,4,2343
111486,38.0,32.0,25.0,27.0,42.0,69.0,72.0,78.0,92.0,86.0,110.0,66.0,112.0,99.0,109.0,104.0,121.0,84.0,82.47990196078432,8,4,1496
111487,199.0,109.0,124.0,61.0,174.0,85.0,133.0,73.0,165.0,78.0,63.0,85.0,78.0,33.0,51.0,41.0,43.0,94.0,40.89605105105105,8,7,1304
111488,269.0,259.0,128.0,83.0,247.0,122.0,245.0,90.0,258.0,125.0,93.0,118.0,122.0,323.0,124.0,79.0,103.0,170.0,42.93436781609196,1,2,357
111489,450.0,343.0,170.0,102.0,215.0,202.0,238.0,153.0,291.0,82.0,97.0,116.0,252.0,473.0,135.0,60.0,69.0,250.0,42.38369047619047,9,10,3434
111490,365.0,272.0,207.0,177.0,177.0,116.0,144.0,107.0,432.0,126.0,85.0,108.0,163.0,289.0,165.0,45.0,106.0,162.0,41.215056980056985,1,6,3131
111491,192.0,53.0,32.0,38.0,177.0,125.0,308.0,149.0,332.0,162.0,86.0,112.0,319.0,353.0,137.0,58.0,97.0,114.0,43.738692129629634,9,4,377
111494,155.0,68.0,2.0,6.0,0.0,1.0,4.0,5.0,12.0,12.0,26.0,72.0,24.0,8.0,2.0,0.0,0.0,0.0,69.99,9,4,3211
111495,78.0,48.0,10.0,4.0,1.0,2.0,1.0,9.0,30.0,36.0,94.0,129.0,106.0,12.0,1.0,1.0,1.0,0.0,89.49,2,1,813
111496,74.0,16.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,74.99,5,5,515
111497,113.0,132.0,12.0,0.0,0.0,0.0,2.0,5.0,13.0,24.0,28.0,22.0,13.0,1.0,0.0,0.0,0.0,0.0,60.89,9,2,2054
111498,47.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,55.99,1,8,1555
111565,33.0,48.0,51.0,45.0,159.0,121.0,125.0,85.0,55.0,81.0,70.0,153.0,144.0,17.0,0.0,6.0,0.0,0.0,43.10999999999999,9,4,564
111578,68.0,39.0,17.0,67.0,255.0,82.0,375.0,257.0,2252.0,1043.0,538.0,367.0,306.0,511.0,506.0,132.0,178.0,293.0,76.35870265151515,3,9,2014
111609,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,5.0,2661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8820757918552036,9,2,248
111662,7.0,3.0,7.0,4.0,5.0,6.0,2.0,2.0,10.0,5.0,16.0,22.0,28.0,32.0,87.0,55.0,63.0,69.0,70.9483873873874,9,10,3182
111663,1.0,0.0,0.0,4.0,4.0,2.0,8.0,0.0,7.0,3.0,4.0,2.0,4.0,10.0,25.0,19.0,18.0,20.0,163.3042105263158,7,2,2692
111705,72.0,260.0,547.0,258.0,278.0,170.0,283.0,248.0,231.0,21.0,99.0,39.0,37.0,18.0,225.0,78.0,188.0,160.0,16.557564102564104,4,3,2215
111706,50.0,149.0,309.0,146.0,206.0,163.0,171.0,159.0,174.0,110.0,67.0,34.0,92.0,18.0,197.0,93.0,58.0,119.0,25.086785714285718,2,5,214
111728,12.0,4.0,18.0,16.0,41.0,18.0,29.0,25.0,19.0,34.0,14.0,31.0,45.0,30.0,31.0,107.0,19.0,84.0,95.99,9,3,1424
111729,6.0,1.0,5.0,5.0,21.0,15.0,7.0,7.0,8.0,20.0,18.0,22.0,14.0,22.0,16.0,21.0,53.0,23.0,82.99,6,10,2822
111755,3.0,5.0,13.0,9.0,21.0,12.0,13.0,10.0,15.0,6.0,2.0,14.0,16.0,14.0,9.0,15.0,21.0,9.0,42.99,9,9,409
111777,5.0,2.0,4.0,1.0,9.0,19.0,32.0,16.0,15.0,18.0,5.0,10.0,31.0,19.0,26.0,88.0,38.0,136.0,24.236285714285714,4,1,3001
111778,0.0,2.0,2.0,2.0,7.0,8.0,17.0,12.0,8.0,13.0,9.0,5.0,11.0,5.0,17.0,39.0,17.0,165.0,19.697692307692307,8,4,2281
111813,146.0,47.0,129.0,61.0,72.0,47.0,34.0,33.0,38.0,145.0,63.0,178.0,57.0,42.0,104.0,58.0,118.0,57.0,23.7575,6,7,840
111814,67.0,25.0,24.0,39.0,49.0,10.0,14.0,45.0,57.0,73.0,36.0,168.0,12.0,13.0,32.0,19.0,39.0,128.0,23.313882575757575,8,4,3152
111815,66.0,17.0,39.0,41.0,66.0,50.0,13.0,47.0,110.0,62.0,39.0,10.0,18.0,28.0,6.0,23.0,54.0,89.0,23.74208333333333,9,8,2487
111817,3.0,7.0,11.0,12.0,25.0,7.0,9.0,2.0,6.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,39.99,8,4,2931
111987,5.0,6.0,9.0,5.0,4.0,3.0,8.0,6.0,3.0,2.0,5.0,6.0,13.0,9.0,9.0,20.0,6.0,11.0,46.315000000000005,2,5,2056
112026,14.0,8.0,14.0,24.0,12.0,11.0,16.0,25.0,27.0,16.0,15.0,27.0,31.0,32.0,29.0,28.0,52.0,31.0,119.50666666666666,5,8,754
112040,3.0,6.0,5.0,8.0,7.0,7.0,12.0,14.0,3.0,14.0,5.0,14.0,5.0,9.0,5.0,11.0,12.0,13.0,47.99,6,9,2540
112099,0.0,0.0,2.0,1.0,26.0,12.0,11.0,9.0,1.0,11.0,0.0,2.0,7.0,4.0,7.0,6.0,4.0,17.0,38.322291666666665,9,5,2130
112101,0.0,0.0,0.0,0.0,56.0,856.0,130.0,389.0,140.0,416.0,241.0,1345.0,262.0,236.0,230.0,318.0,990.0,418.0,19.875638888888886,10,10,1455
112102,0.0,0.0,0.0,0.0,95.0,780.0,297.0,406.0,1028.0,848.0,191.0,1482.0,296.0,452.0,752.0,242.0,394.0,453.0,40.866166666666665,3,3,1483
112103,0.0,0.0,0.0,0.0,32.0,153.0,94.0,128.0,245.0,237.0,79.0,201.0,40.0,19.0,386.0,342.0,411.0,129.0,61.18252314814814,4,3,2952
112108,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,22.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,81.01974999999999,7,2,1192
112177,27.0,20.0,132.0,10.0,113.0,118.0,52.0,48.0,59.0,32.0,18.0,70.0,89.0,33.0,24.0,37.0,65.0,48.0,14.032553191489361,7,8,374
112178,25.0,28.0,48.0,83.0,130.0,55.0,126.0,114.0,95.0,107.0,68.0,98.0,161.0,35.0,41.0,37.0,66.0,50.0,24.071632653061226,8,2,2292
112179,36.0,15.0,31.0,10.0,60.0,113.0,90.0,58.0,48.0,59.0,55.0,86.0,101.0,72.0,49.0,148.0,117.0,153.0,11.031958041958042,9,7,1440
112189,7.0,10.0,2.0,3.0,33.0,19.0,11.0,17.0,12.0,34.0,13.0,12.0,8.0,6.0,17.0,22.0,22.0,40.0,106.47421052631579,2,7,1587
112201,15.0,18.0,27.0,29.0,59.0,11.0,8.0,10.0,30.0,37.0,31.0,38.0,50.0,33.0,57.0,35.0,8.0,8.0,51.2575,1,8,1632
112202,9.0,19.0,20.0,46.0,41.0,10.0,27.0,23.0,63.0,49.0,31.0,50.0,44.0,10.0,15.0,11.0,19.0,11.0,73.89818181818181,9,4,609
112312,108.0,34.0,33.0,41.0,49.0,70.0,65.0,88.0,111.0,91.0,42.0,153.0,18.0,49.0,59.0,85.0,95.0,59.0,23.99,8,3,237
112313,134.0,35.0,104.0,72.0,53.0,28.0,54.0,122.0,109.0,105.0,49.0,117.0,50.0,21.0,84.0,62.0,84.0,72.0,23.99,5,3,1198
112332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1475,6,4,3064
112333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,65.482,3,10,870
112362,75.0,113.0,85.0,205.0,233.0,24.0,18.0,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32.99,6,10,1854
112363,22.0,6.0,39.0,14.0,32.0,7.0,12.0,2.0,8.0,2.0,4.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,39.99,1,2,949
112364,5.0,17.0,13.0,10.0,5.0,8.0,5.0,3.0,3.0,11.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,39.99,3,6,1524
112365,20.0,33.0,31.0,14.0,15.0,13.0,24.0,10.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.99,7,7,3129
112366,21.0,20.0,28.0,23.0,18.0,17.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.99,1,2,3452
112367,25.0,8.0,31.0,17.0,25.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.99,7,1,700
112432,112.0,93.0,129.0,71.0,174.0,144.0,376.0,707.0,969.0,681.0,358.0,275.0,180.0,320.0,249.0,87.0,166.0,180.0,72.22393640350876,2,2,558
112433,158.0,208.0,203.0,153.0,276.0,137.0,977.0,944.0,1953.0,1572.0,507.0,384.0,406.0,712.0,663.0,203.0,296.0,400.0,76.44763888888887,6,8,2474
112434,152.0,149.0,183.0,144.0,324.0,110.0,722.0,1242.0,2135.0,658.0,371.0,382.0,347.0,570.0,454.0,126.0,175.0,286.0,76.04193722943722,4,7,2577
112527,22.0,26.0,30.0,31.0,38.0,34.0,26.0,15.0,14.0,7.0,14.0,8.0,19.0,12.0,3.0,6.0,25.0,21.0,42.173846153846156,10,8,2382
112538,5.0,7.0,8.0,8.0,14.0,6.0,65.0,62.0,21.0,28.0,18.0,22.0,22.0,7.0,13.0,16.0,33.0,24.0,9.99,1,1,2002
112539,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,2.0,0.0,6.0,23.0,5.0,2.0,2.0,0.0,0.0,46.86,3,7,1212
112608,2.0,2.0,5.0,6.0,6.0,8.0,7.0,5.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,21.99,2,8,3437
112609,2.0,5.0,6.0,3.0,13.0,17.0,5.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,9,2,1760
112610,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.06,6,9,1322
112666,1.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,54.51,3,8,3357
112695,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,127.62,3,6,2508
112697,21.0,29.0,33.0,27.0,29.0,27.0,42.0,24.0,18.0,29.0,15.0,20.0,53.0,44.0,23.0,31.0,54.0,52.0,21.990000000000002,10,9,642
112740,4.0,5.0,7.0,6.0,13.0,9.0,5.0,4.0,2.0,3.0,5.0,7.0,22.0,4.0,1.0,15.0,0.0,0.0,16.079333333333334,4,2,1967
112742,5.0,7.0,9.0,14.0,13.0,11.0,13.0,15.0,24.0,29.0,38.0,23.0,38.0,35.0,7.0,3.0,1.0,0.0,5.69,10,5,413
112825,4.0,7.0,16.0,8.0,35.0,44.0,32.0,26.0,22.0,41.0,19.0,22.0,56.0,30.0,17.0,81.0,208.0,180.0,11.255366666666667,1,6,775
112826,3.0,7.0,15.0,15.0,11.0,24.0,25.0,32.0,21.0,31.0,41.0,34.0,46.0,15.0,16.0,46.0,66.0,68.0,17.500566037735847,8,7,748
112904,13.0,24.0,36.0,40.0,46.0,170.0,45.0,30.0,35.0,28.0,34.0,25.0,31.0,45.0,29.0,22.0,39.0,31.0,47.679655172413796,3,10,2253
112905,5.0,21.0,29.0,63.0,45.0,85.0,45.0,52.0,47.0,54.0,46.0,44.0,49.0,50.0,58.0,36.0,55.0,49.0,47.99,6,4,3268
112906,27.0,33.0,53.0,82.0,89.0,138.0,84.0,89.0,86.0,98.0,93.0,85.0,112.0,92.0,65.0,76.0,73.0,65.0,47.99,1,7,3332
112907,46.0,59.0,53.0,90.0,96.0,102.0,113.0,106.0,80.0,101.0,82.0,102.0,103.0,102.0,70.0,63.0,73.0,58.0,47.99,8,8,255
112908,95.0,103.0,114.0,105.0,148.0,119.0,176.0,185.0,157.0,202.0,173.0,162.0,188.0,140.0,124.0,102.0,132.0,147.0,47.99,2,10,1125
112911,70.0,72.0,91.0,49.0,50.0,44.0,58.0,77.0,62.0,76.0,75.0,127.0,136.0,60.0,39.0,23.0,41.0,36.0,39.99,2,5,3026
112912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,20.0,34.0,85.0,138.0,83.0,35.0,32.0,16.0,7.0,39.99,1,7,158
112913,237.0,79.0,3.0,8.0,1.0,1.0,4.0,9.0,18.0,15.0,27.0,65.0,31.0,19.0,3.0,0.0,2.0,0.0,45.99,10,2,1786
112914,151.0,44.0,10.0,4.0,0.0,0.0,1.0,0.0,2.0,13.0,17.0,36.0,139.0,81.0,28.0,10.0,5.0,6.0,29.99,6,3,1196
112965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,23.0,19.0,26.0,28.0,20.84185185185185,4,8,1300
